"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Household appliances (COICOP 05.3)","%","-1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","%","-2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Repair of household appliances (COICOP 05.3.3)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Glassware, tableware and household utensils (COICOP 05.4)","%","-2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Tools and equipment for house and garden (COICOP 05.5)","%","-1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Goods and services for routine household maintenance (COICOP 05.6)","%","-1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Non-durable household goods (COICOP 05.6.1)","%","-0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Domestic services and household services (COICOP 05.6.2)","%","-2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Health (COICOP 06)","%","0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Medical products, appliances and equipment (COICOP 06.1)","%","2.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Pharmaceutical products (COICOP 06.1.1)","%","2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","%","0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Out-patient services (COICOP 06.2)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Medical services and paramedical services (COICOP 06.2.1_3)","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Dental services (COICOP 06.2.2)","%","0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Hospital services (COICOP 06.3)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Transport (COICOP 07)","%","-2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Purchase of vehicles (COICOP 07.1)","%","-2.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Motor cars (COICOP 07.1.1)","%","-2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","%","-0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Operation of personal transport equipment (COICOP 07.2)","%","-2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","%","-0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","%","-3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","%","-1.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other services in respect of personal transport equipment (COICOP 07.2.4)","%","3.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Transport services (COICOP 07.3)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Passenger transport by railway (COICOP 07.3.1)","%","5.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Passenger transport by road (COICOP 07.3.2)","%","5.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Passenger transport by air (COICOP 07.3.3)","%","-1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Passenger transport by sea and inland waterway (COICOP 07.3.4)","%","4.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Combined passenger transport (COICOP 07.3.5)","%","7.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other purchased transport services (COICOP 07.3.6)","%","-2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Communications (COICOP 08)","%","-3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Postal services (COICOP 08.1)","%","6.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Telephone and telefax equipment and services (COICOP 08.2_3)","%","-4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Recreation and culture (COICOP 09)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Audio-visual, photographic and information processing equipment (COICOP 09.1)","%","-11.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","%","-9.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Information processing equipment (COICOP 09.1.3)","%","-15.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Recording media (COICOP 09.1.4)","%","-9.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","%","-1.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other major durables for recreation and culture (COICOP 09.2)","%","-2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","%","-2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other recreational items and equipment, gardens and pets (COICOP 09.3)","%","-2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Games, toys and hobbies (COICOP 09.3.1)","%","-4.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","%","-3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Gardens, plants and flowers (COICOP 09.3.3)","%","-7.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","%","5.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Recreational and cultural services (COICOP 09.4)","%","3.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Recreational and sporting services (COICOP 09.4.1)","%","-1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Cultural services (COICOP 09.4.2)","%","5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Newspapers, books and stationery (COICOP 09.5)","%","1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Books (COICOP 09.5.1)","%","1.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Newspapers and periodicals (COICOP 09.5.2)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","%","-0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Package holidays (COICOP 09.6)","%","2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Education (COICOP 10)","%","4.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Restaurants and hotels (COICOP 11)","%","1.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Catering services (COICOP 11.1)","%","2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Restaurants, cafes and the like (COICOP 11.1.1)","%","2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Canteens (COICOP 11.1.2)","%","0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Accommodation services (COICOP 11.2)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Miscellaneous goods and services (COICOP 12)","%","-0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Personal care (COICOP 12.1)","%","-1.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","%","-2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Personal effects n.e.c. (COICOP 12.3)","%","-8.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Jewellery, clocks and watches (COICOP 12.3.1)","%","-2.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other personal effects (COICOP 12.3.2)","%","-13.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Social protection (COICOP 12.4)","%","0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Insurance (COICOP 12.5)","%","1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Insurance connected with the dwelling (COICOP 12.5.2)","%","-2.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Insurance connected with health (COICOP 12.5.3)","%","11.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Insurance connected with transport (COICOP 12.5.4)","%","-7.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other insurance (COICOP 12.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Financial services n.e.c. (COICOP 12.6)","%","2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Other services n.e.c. (COICOP 12.7)","%","1.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Unprocessed food","%","2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Non-energy industrial goods","%","-3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Energy","%","-0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","Energy and unprocessed food","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","HICP All items excluding energy","%","0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","HICP All items excluding energy and unprocessed food","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2013","HICP All items excluding housing, water, electricity, gas and other fuels","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2014","All-items HICP (COICOP 00)","%","0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2014","Food and non-alcoholic beverages (COICOP 01)","%","-2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2014","Food (COICOP 01.1)","%","-2.3"
