"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Gas (COICOP 04.5.2)","%","6.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Liquid fuels (COICOP 04.5.3)","%","-2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Solid fuels (COICOP 04.5.4)","%","1.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Heat energy (COICOP 04.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Furnishings, household equipment and routine household maintenance (COICOP 05)","%","-3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","%","-4.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Furniture and furnishings (COICOP 05.1.1)","%","-5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Carpets and other floor coverings (COICOP 05.1.2)","%","-1.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Household textiles (COICOP 05.2)","%","-9.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Household appliances (COICOP 05.3)","%","-2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","%","-2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Repair of household appliances (COICOP 05.3.3)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Glassware, tableware and household utensils (COICOP 05.4)","%","-5.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Tools and equipment for house and garden (COICOP 05.5)","%","-2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Goods and services for routine household maintenance (COICOP 05.6)","%","-0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Non-durable household goods (COICOP 05.6.1)","%","-6.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Domestic services and household services (COICOP 05.6.2)","%","3.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Health (COICOP 06)","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Medical products, appliances and equipment (COICOP 06.1)","%","-1.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Pharmaceutical products (COICOP 06.1.1)","%","-0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","%","-3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Out-patient services (COICOP 06.2)","%","2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Medical services and paramedical services (COICOP 06.2.1_3)","%","2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Dental services (COICOP 06.2.2)","%","1.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Hospital services (COICOP 06.3)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Transport (COICOP 07)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Purchase of vehicles (COICOP 07.1)","%","1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Motor cars (COICOP 07.1.1)","%","1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Operation of personal transport equipment (COICOP 07.2)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","%","-0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","%","1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other services in respect of personal transport equipment (COICOP 07.2.4)","%","2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Transport services (COICOP 07.3)","%","-1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Passenger transport by railway (COICOP 07.3.1)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Passenger transport by road (COICOP 07.3.2)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Passenger transport by air (COICOP 07.3.3)","%","-2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Passenger transport by sea and inland waterway (COICOP 07.3.4)","%","2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Combined passenger transport (COICOP 07.3.5)","%","-0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other purchased transport services (COICOP 07.3.6)","%","1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Communications (COICOP 08)","%","-5.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Postal services (COICOP 08.1)","%","1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Telephone and telefax equipment and services (COICOP 08.2_3)","%","-5.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Recreation and culture (COICOP 09)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Audio-visual, photographic and information processing equipment (COICOP 09.1)","%","-11.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","%","-12.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Information processing equipment (COICOP 09.1.3)","%","-19.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Recording media (COICOP 09.1.4)","%","-3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other major durables for recreation and culture (COICOP 09.2)","%","-0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","%","-0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other recreational items and equipment, gardens and pets (COICOP 09.3)","%","-4.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Games, toys and hobbies (COICOP 09.3.1)","%","-9.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","%","-11.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Gardens, plants and flowers (COICOP 09.3.3)","%","-3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Recreational and cultural services (COICOP 09.4)","%","2.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Recreational and sporting services (COICOP 09.4.1)","%","3.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Cultural services (COICOP 09.4.2)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Newspapers, books and stationery (COICOP 09.5)","%","2.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Books (COICOP 09.5.1)","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Newspapers and periodicals (COICOP 09.5.2)","%","6.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Package holidays (COICOP 09.6)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Education (COICOP 10)","%","2.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Restaurants and hotels (COICOP 11)","%","2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Catering services (COICOP 11.1)","%","3.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Restaurants, cafes and the like (COICOP 11.1.1)","%","3.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Canteens (COICOP 11.1.2)","%","2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Accommodation services (COICOP 11.2)","%","3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Miscellaneous goods and services (COICOP 12)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Personal care (COICOP 12.1)","%","-0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","%","4.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","%","-3.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Personal effects n.e.c. (COICOP 12.3)","%","-5.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Jewellery, clocks and watches (COICOP 12.3.1)","%","-2.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other personal effects (COICOP 12.3.2)","%","-9.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Social protection (COICOP 12.4)","%","2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Insurance (COICOP 12.5)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Insurance connected with the dwelling (COICOP 12.5.2)","%","-6.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Insurance connected with health (COICOP 12.5.3)","%","2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Insurance connected with transport (COICOP 12.5.4)","%","-4.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other insurance (COICOP 12.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Financial services n.e.c. (COICOP 12.6)","%","0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Other services n.e.c. (COICOP 12.7)","%","1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Unprocessed food","%","-1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Non-energy industrial goods","%","-2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Energy","%","1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","Energy and unprocessed food","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","HICP All items excluding energy","%","0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","HICP All items excluding energy and unprocessed food","%","1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2019","HICP All items excluding housing, water, electricity, gas and other fuels","%","0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","All-items HICP (COICOP 00)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Food and non-alcoholic beverages (COICOP 01)","%","-1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Food (COICOP 01.1)","%","-1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Bread and cereals (COICOP 01.1.1)","%","-0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Meat (COICOP 01.1.2)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Fish and seafood (COICOP 01.1.3)","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Milk, cheese and eggs (COICOP 01.1.4)","%","-0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Oils and fats (COICOP 01.1.5)","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Fruit (COICOP 01.1.6)","%","-0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Vegetables (COICOP 01.1.7)","%","-3.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","%","-5.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Food products n.e.c. (COICOP 01.1.9)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Non-alcoholic beverages (COICOP 01.2)","%","-2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Coffee, tea and cocoa (COICOP 01.2.1)","%","-3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","%","-2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Alcoholic beverages, tobacco and narcotics (COICOP 02)","%","2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Alcoholic beverages (COICOP 02.1)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Spirits (COICOP 02.1.1)","%","4.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Wine (COICOP 02.1.2)","%","-2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Beer (COICOP 02.1.3)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Tobacco (COICOP 02.2)","%","4.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Clothing and footwear (COICOP 03)","%","-3.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Clothing (COICOP 03.1)","%","-3.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Clothing materials (COICOP 03.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Garments (COICOP 03.1.2)","%","-3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other articles of clothing and clothing accessories (COICOP 03.1.3)","%","-6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Cleaning, repair and hire of clothing (COICOP 03.1.4)","%","1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Footwear (COICOP 03.2)","%","-5.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Housing, water, electricity, gas and other fuels (COICOP 04)","%","-2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Actual rentals for housing (COICOP 04.1)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Maintenance and repair of the dwelling (COICOP 04.3)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","%","-0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","%","3.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","%","1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Water supply (COICOP 04.4.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Refuse collection (COICOP 04.4.2)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Sewerage collection (COICOP 04.4.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","%","2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Electricity, gas and other fuels (COICOP 04.5)","%","-6.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Electricity (COICOP 04.5.1)","%","0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Gas (COICOP 04.5.2)","%","-4.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Liquid fuels (COICOP 04.5.3)","%","-24.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Solid fuels (COICOP 04.5.4)","%","1.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Heat energy (COICOP 04.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Furnishings, household equipment and routine household maintenance (COICOP 05)","%","-3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","%","-4.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Furniture and furnishings (COICOP 05.1.1)","%","-4.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Carpets and other floor coverings (COICOP 05.1.2)","%","-0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Household textiles (COICOP 05.2)","%","-8.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Household appliances (COICOP 05.3)","%","-2.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","%","-2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Repair of household appliances (COICOP 05.3.3)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Glassware, tableware and household utensils (COICOP 05.4)","%","-7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Tools and equipment for house and garden (COICOP 05.5)","%","-2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Goods and services for routine household maintenance (COICOP 05.6)","%","-0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Non-durable household goods (COICOP 05.6.1)","%","-7.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Domestic services and household services (COICOP 05.6.2)","%","4.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Health (COICOP 06)","%","2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Medical products, appliances and equipment (COICOP 06.1)","%","1.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Pharmaceutical products (COICOP 06.1.1)","%","1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","%","2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Out-patient services (COICOP 06.2)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Medical services and paramedical services (COICOP 06.2.1_3)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Dental services (COICOP 06.2.2)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Hospital services (COICOP 06.3)","%","2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Transport (COICOP 07)","%","-1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Purchase of vehicles (COICOP 07.1)","%","1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Motor cars (COICOP 07.1.1)","%","1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","%","1.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Operation of personal transport equipment (COICOP 07.2)","%","-2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","%","-3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","%","1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other services in respect of personal transport equipment (COICOP 07.2.4)","%","1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Transport services (COICOP 07.3)","%","-9.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Passenger transport by railway (COICOP 07.3.1)","%","0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Passenger transport by road (COICOP 07.3.2)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Passenger transport by air (COICOP 07.3.3)","%","-15.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Passenger transport by sea and inland waterway (COICOP 07.3.4)","%","12.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Combined passenger transport (COICOP 07.3.5)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other purchased transport services (COICOP 07.3.6)","%","6.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Communications (COICOP 08)","%","-6.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Postal services (COICOP 08.1)","%","1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Telephone and telefax equipment and services (COICOP 08.2_3)","%","-7.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Recreation and culture (COICOP 09)","%","1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Audio-visual, photographic and information processing equipment (COICOP 09.1)","%","-3.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","%","-11.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Information processing equipment (COICOP 09.1.3)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Recording media (COICOP 09.1.4)","%","3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","%","-2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other major durables for recreation and culture (COICOP 09.2)","%","1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","%","1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other recreational items and equipment, gardens and pets (COICOP 09.3)","%","-3.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Games, toys and hobbies (COICOP 09.3.1)","%","-5.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","%","-2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Gardens, plants and flowers (COICOP 09.3.3)","%","-4.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","%","-0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Recreational and cultural services (COICOP 09.4)","%","2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Recreational and sporting services (COICOP 09.4.1)","%","2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Cultural services (COICOP 09.4.2)","%","1.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Newspapers, books and stationery (COICOP 09.5)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Books (COICOP 09.5.1)","%","2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Newspapers and periodicals (COICOP 09.5.2)","%","3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","%","-3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Package holidays (COICOP 09.6)","%","5.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Education (COICOP 10)","%","3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Restaurants and hotels (COICOP 11)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Catering services (COICOP 11.1)","%","1.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Restaurants, cafes and the like (COICOP 11.1.1)","%","1.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Canteens (COICOP 11.1.2)","%","1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Accommodation services (COICOP 11.2)","%","-3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Miscellaneous goods and services (COICOP 12)","%","-0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Personal care (COICOP 12.1)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Hairdressing salons and personal grooming establishments (COICOP 12.1.1)","%","4.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Electrical appliances for personal care; other appliances, articles and products for personal care (COICOP 12.1.2_3)","%","-2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Personal effects n.e.c. (COICOP 12.3)","%","-8.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Jewellery, clocks and watches (COICOP 12.3.1)","%","-5.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other personal effects (COICOP 12.3.2)","%","-11.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Social protection (COICOP 12.4)","%","2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Insurance (COICOP 12.5)","%","0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Insurance connected with the dwelling (COICOP 12.5.2)","%","-21.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Insurance connected with health (COICOP 12.5.3)","%","5.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Insurance connected with transport (COICOP 12.5.4)","%","-6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other insurance (COICOP 12.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Financial services n.e.c. (COICOP 12.6)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Other services n.e.c. (COICOP 12.7)","%","0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Unprocessed food","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Non-energy industrial goods","%","-2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Energy","%","-5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","Energy and unprocessed food","%","-3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","HICP All items excluding energy","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","HICP All items excluding energy and unprocessed food","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2020","HICP All items excluding housing, water, electricity, gas and other fuels","%","-0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","All-items HICP (COICOP 00)","%","2.4"
