"Statistic Label","Year","Item","UNIT","VALUE"
"Consumption of Personal Income at Current Market Prices","2014","CP011 - Food","Euro Million","7048"
"Consumption of Personal Income at Current Market Prices","2014","CP012 - Non-alcoholic beverages","Euro Million","788"
"Consumption of Personal Income at Current Market Prices","2014","CP02 - Alcoholic beverages, tobacco and narcotics","Euro Million","4332"
"Consumption of Personal Income at Current Market Prices","2014","CP021 - Alcoholic beverages","Euro Million","1799"
"Consumption of Personal Income at Current Market Prices","2014","CP022 - Tobacco","Euro Million","1625"
"Consumption of Personal Income at Current Market Prices","2014","CP023 - Narcotics","Euro Million","908"
"Consumption of Personal Income at Current Market Prices","2014","CP03 - Clothing and footwear","Euro Million","3142"
"Consumption of Personal Income at Current Market Prices","2014","CP031 - Clothing","Euro Million","2599"
"Consumption of Personal Income at Current Market Prices","2014","CP032 - Footwear","Euro Million","543"
"Consumption of Personal Income at Current Market Prices","2014","CP04 - Housing, water, electricity, gas and other fuels","Euro Million","18838"
"Consumption of Personal Income at Current Market Prices","2014","CP041 - Actual rentals for housing","Euro Million","3512"
"Consumption of Personal Income at Current Market Prices","2014","CP042 - Imputed rentals for housing","Euro Million","11419"
"Consumption of Personal Income at Current Market Prices","2014","CP043 - Maintenance and repair of the dwelling","Euro Million","281"
"Consumption of Personal Income at Current Market Prices","2014","CP044 - Water supply and miscellaneous services relating to the dwelling","Euro Million","358"
"Consumption of Personal Income at Current Market Prices","2014","CP045 - Electricity, gas and other fuels","Euro Million","3268"
"Consumption of Personal Income at Current Market Prices","2014","CP05 - Furnishings, household equipment and routine household maintenance","Euro Million","3658"
"Consumption of Personal Income at Current Market Prices","2014","CP051 - Furniture and furnishings, carpets and other floor coverings","Euro Million","960"
"Consumption of Personal Income at Current Market Prices","2014","CP052 - Household textiles","Euro Million","296"
"Consumption of Personal Income at Current Market Prices","2014","CP053 - Household appliances","Euro Million","332"
"Consumption of Personal Income at Current Market Prices","2014","CP054 - Glassware, tableware and household utensils","Euro Million","359"
"Consumption of Personal Income at Current Market Prices","2014","CP055 - Tools and equipment for house and garden","Euro Million","152"
"Consumption of Personal Income at Current Market Prices","2014","CP056 - Goods and services for routine household maintenance","Euro Million","1559"
"Consumption of Personal Income at Current Market Prices","2014","CP06 - Health","Euro Million","4024"
"Consumption of Personal Income at Current Market Prices","2014","CP061 - Medical products, appliances and equipment","Euro Million","714"
"Consumption of Personal Income at Current Market Prices","2014","CP062 - Out-patient services","Euro Million","1348"
"Consumption of Personal Income at Current Market Prices","2014","CP063 - Hospital services","Euro Million","1962"
"Consumption of Personal Income at Current Market Prices","2014","CP07 - Transport","Euro Million","10439"
"Consumption of Personal Income at Current Market Prices","2014","CP071 - Purchase of vehicles","Euro Million","2967"
"Consumption of Personal Income at Current Market Prices","2014","CP072 - Operation of personal transport equipment","Euro Million","4937"
"Consumption of Personal Income at Current Market Prices","2014","CP073 - Transport services","Euro Million","2535"
"Consumption of Personal Income at Current Market Prices","2014","CP08 - Communications","Euro Million","2262"
"Consumption of Personal Income at Current Market Prices","2014","CP081 - Postal services","Euro Million","69"
"Consumption of Personal Income at Current Market Prices","2014","CP082 - Telephone and telefax equipment","Euro Million","212"
"Consumption of Personal Income at Current Market Prices","2014","CP083 - Telephone and telefax services","Euro Million","1982"
"Consumption of Personal Income at Current Market Prices","2014","CP09 - Recreation and culture","Euro Million","5728"
"Consumption of Personal Income at Current Market Prices","2014","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","500"
"Consumption of Personal Income at Current Market Prices","2014","CP092 - Other major durables for recreation and culture","Euro Million","4"
"Consumption of Personal Income at Current Market Prices","2014","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","969"
"Consumption of Personal Income at Current Market Prices","2014","CP094 - Recreational and cultural services","Euro Million","2838"
"Consumption of Personal Income at Current Market Prices","2014","CP095 - Newspapers, books and stationery","Euro Million","811"
"Consumption of Personal Income at Current Market Prices","2014","CP096 - Package holidays","Euro Million","606"
"Consumption of Personal Income at Current Market Prices","2014","CP10 - Education","Euro Million","1427"
"Consumption of Personal Income at Current Market Prices","2014","CP101 - Pre-primary and primary education","Euro Million","144"
"Consumption of Personal Income at Current Market Prices","2014","CP102 - Secondary education","Euro Million","185"
"Consumption of Personal Income at Current Market Prices","2014","CP103 - Post-secondary non-tertiary education","Euro Million","20"
"Consumption of Personal Income at Current Market Prices","2014","CP104 - Tertiary education","Euro Million","929"
"Consumption of Personal Income at Current Market Prices","2014","CP105 - Education not definable by level","Euro Million","149"
"Consumption of Personal Income at Current Market Prices","2014","CP11 - Restaurants and hotels","Euro Million","12059"
"Consumption of Personal Income at Current Market Prices","2014","CP111 - Catering services","Euro Million","10301"
"Consumption of Personal Income at Current Market Prices","2014","CP112 - Accommodation services","Euro Million","1758"
"Consumption of Personal Income at Current Market Prices","2014","CP12 - Miscellaneous goods and services","Euro Million","6572"
"Consumption of Personal Income at Current Market Prices","2014","CP121 - Personal care","Euro Million","1863"
"Consumption of Personal Income at Current Market Prices","2014","CP123 - Personal effects n.e.c.","Euro Million","514"
"Consumption of Personal Income at Current Market Prices","2014","CP124 - Social protection","Euro Million","633"
"Consumption of Personal Income at Current Market Prices","2014","CP125 - Insurance","Euro Million","1576"
"Consumption of Personal Income at Current Market Prices","2014","CP126 - Financial services n.e.c.","Euro Million","1443"
"Consumption of Personal Income at Current Market Prices","2014","CP127 - Other services n.e.c.","Euro Million","451"
"Consumption of Personal Income at Current Market Prices","2014","Households Expenditure on Goods and Services in Ireland","Euro Million","80316"
"Consumption of Personal Income at Current Market Prices","2014","Total Expenditure of Households (National Concept)","Euro Million","81214"
"Consumption of Personal Income at Current Market Prices","2014","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","2032"
"Consumption of Personal Income at Current Market Prices","2014","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","4668"
