"Statistic Label","Year","NUTS 2 Region","UNIT","VALUE"
"Disposable Household Income","2009","Eastern & Midland","Euro Million","41702.9900498776"
"Disposable Household Income","2010","Ireland","Euro Million","82595.7869726"
"Disposable Household Income","2010","Northern & Western","Euro Million","14187.8174028032"
"Disposable Household Income","2010","Southern","Euro Million","29016.3105738291"
"Disposable Household Income","2010","Eastern & Midland","Euro Million","39391.6589959677"
"Disposable Household Income","2011","Ireland","Euro Million","81836.7289945"
"Disposable Household Income","2011","Northern & Western","Euro Million","14299.7629786181"
"Disposable Household Income","2011","Southern","Euro Million","28538.9965700107"
"Disposable Household Income","2011","Eastern & Midland","Euro Million","38997.9694458712"
"Disposable Household Income","2012","Ireland","Euro Million","83948.6514608"
"Disposable Household Income","2012","Northern & Western","Euro Million","14679.7960253978"
"Disposable Household Income","2012","Southern","Euro Million","29562.6142184681"
"Disposable Household Income","2012","Eastern & Midland","Euro Million","39706.2412169341"
"Disposable Household Income","2013","Ireland","Euro Million","84107.2525150088"
"Disposable Household Income","2013","Northern & Western","Euro Million","14691.5667770226"
"Disposable Household Income","2013","Southern","Euro Million","29411.0088173306"
"Disposable Household Income","2013","Eastern & Midland","Euro Million","40004.6769206556"
"Disposable Household Income","2014","Ireland","Euro Million","84907.803173492"
"Disposable Household Income","2014","Northern & Western","Euro Million","14854.8303971804"
"Disposable Household Income","2014","Southern","Euro Million","29698.7125435714"
"Disposable Household Income","2014","Eastern & Midland","Euro Million","40354.2602327402"
"Disposable Household Income","2015","Ireland","Euro Million","90091.1029305391"
"Disposable Household Income","2015","Northern & Western","Euro Million","15572.4511144252"
"Disposable Household Income","2015","Southern","Euro Million","31329.2265318607"
"Disposable Household Income","2015","Eastern & Midland","Euro Million","43189.4252842532"
"Disposable Household Income","2016","Ireland","Euro Million","94659.8503285061"
"Disposable Household Income","2016","Northern & Western","Euro Million","15995.5434825545"
"Disposable Household Income","2016","Southern","Euro Million","32482.622867427"
"Disposable Household Income","2016","Eastern & Midland","Euro Million","46181.6839785247"
"Disposable Household Income","2017","Ireland","Euro Million","101001.122233756"
"Disposable Household Income","2017","Northern & Western","Euro Million","16911.0244425289"
"Disposable Household Income","2017","Southern","Euro Million","34702.7818575811"
"Disposable Household Income","2017","Eastern & Midland","Euro Million","49387.3159336457"
"Disposable Household Income","2018","Ireland","Euro Million","105031.9971751"
"Disposable Household Income","2018","Northern & Western","Euro Million","17571.5131571185"
"Disposable Household Income","2018","Southern","Euro Million","35477.0962730625"
"Disposable Household Income","2018","Eastern & Midland","Euro Million","51983.387744919"
"Disposable Household Income","2019","Ireland","Euro Million","112826.9106537"
"Disposable Household Income","2019","Northern & Western","Euro Million","18660.0000989445"
"Disposable Household Income","2019","Southern","Euro Million","37603.2606679536"
"Disposable Household Income","2019","Eastern & Midland","Euro Million","56563.6498868018"
"Disposable Household Income","2020","Ireland","Euro Million","118576.847855848"
"Disposable Household Income","2020","Northern & Western","Euro Million","20055.4279280996"
"Disposable Household Income","2020","Southern","Euro Million","39275.8637327422"
"Disposable Household Income","2020","Eastern & Midland","Euro Million","59245.556195006"
"Disposable Household Income","2021","Ireland","Euro Million","124598.7000444"
"Disposable Household Income","2021","Northern & Western","Euro Million","20325.0839314373"
"Disposable Household Income","2021","Southern","Euro Million","40973.3855456282"
"Disposable Household Income","2021","Eastern & Midland","Euro Million","63300.2305673343"
"Disposable Household Income","2022","Ireland","Euro Million","133624.88347496"
"Disposable Household Income","2022","Northern & Western","Euro Million","21648.1972337592"
"Disposable Household Income","2022","Southern","Euro Million","44140.4606132033"
"Disposable Household Income","2022","Eastern & Midland","Euro Million","67836.2256279978"
"Disposable Household Income","2023","Ireland","Euro Million","148210.867096065"
"Disposable Household Income","2023","Northern & Western","Euro Million","23895.3550495004"
"Disposable Household Income","2023","Southern","Euro Million","48472.418983397"
"Disposable Household Income","2023","Eastern & Midland","Euro Million","75843.0930631676"
"Disposable Household Income","2024","Ireland","Euro Million","162299.491348011"
"Disposable Household Income","2024","Northern & Western","Euro Million","25830.1578966766"
"Disposable Household Income","2024","Southern","Euro Million","52639.3196713417"
"Disposable Household Income","2024","Eastern & Midland","Euro Million","83830.0137799924"
"Disposable Income per Person","2000","Ireland","Euro","12549.0903979072"
"Disposable Income per Person","2000","Northern & Western","Euro","11690.3410726649"
"Disposable Income per Person","2000","Southern","Euro","12635.8944549451"
"Disposable Income per Person","2000","Eastern & Midland","Euro","12809.040313778"
"Disposable Income per Person","2001","Ireland","Euro","14205.2709436967"
"Disposable Income per Person","2001","Northern & Western","Euro","13232.8349575641"
"Disposable Income per Person","2001","Southern","Euro","14302.4808886184"
"Disposable Income per Person","2001","Eastern & Midland","Euro","14498.690817895"
"Disposable Income per Person","2002","Ireland","Euro","14972.1134461133"
"Disposable Income per Person","2002","Northern & Western","Euro","13771.7870439016"
"Disposable Income per Person","2002","Southern","Euro","15237.3114890463"
"Disposable Income per Person","2002","Eastern & Midland","Euro","15234.9753859083"
"Disposable Income per Person","2003","Ireland","Euro","15795.0357691313"
"Disposable Income per Person","2003","Northern & Western","Euro","14367.8576131016"
"Disposable Income per Person","2003","Southern","Euro","16208.5883058086"
"Disposable Income per Person","2003","Eastern & Midland","Euro","16042.5330086858"
"Disposable Income per Person","2004","Ireland","Euro","16591.041010797"
"Disposable Income per Person","2004","Northern & Western","Euro","14940.435225429"
"Disposable Income per Person","2004","Southern","Euro","17203.7137276544"
"Disposable Income per Person","2004","Eastern & Midland","Euro","16785.730548382"
"Disposable Income per Person","2005","Ireland","Euro","17744.249615905"
"Disposable Income per Person","2005","Northern & Western","Euro","15698.1271254337"
"Disposable Income per Person","2005","Southern","Euro","18426.8874159246"
"Disposable Income per Person","2005","Eastern & Midland","Euro","18038.4912333272"
"Disposable Income per Person","2006","Ireland","Euro","18487.6582538581"
"Disposable Income per Person","2006","Northern & Western","Euro","16941.0138965493"
"Disposable Income per Person","2006","Southern","Euro","19307.1757219684"
"Disposable Income per Person","2006","Eastern & Midland","Euro","18483.1325253181"
"Disposable Income per Person","2007","Ireland","Euro","19614.6967934032"
"Disposable Income per Person","2007","Northern & Western","Euro","18413.1324085237"
"Disposable Income per Person","2007","Southern","Euro","20370.5461339863"
"Disposable Income per Person","2007","Eastern & Midland","Euro","19520.8915895958"
"Disposable Income per Person","2008","Ireland","Euro","20774.308545272"
"Disposable Income per Person","2008","Northern & Western","Euro","19593.322215484"
"Disposable Income per Person","2008","Southern","Euro","21544.0729603731"
"Disposable Income per Person","2008","Eastern & Midland","Euro","20661.6442830668"
"Disposable Income per Person","2009","Ireland","Euro","19318.6365719119"
"Disposable Income per Person","2009","Northern & Western","Euro","18474.4318157187"
"Disposable Income per Person","2009","Southern","Euro","20141.4834887262"
"Disposable Income per Person","2009","Eastern & Midland","Euro","19056.8665259936"
"Disposable Income per Person","2010","Ireland","Euro","18114.0299885387"
"Disposable Income per Person","2010","Northern & Western","Euro","17407.5732406148"
"Disposable Income per Person","2010","Southern","Euro","18861.4021504938"
"Disposable Income per Person","2010","Eastern & Midland","Euro","17853.8854459524"
"Disposable Income per Person","2011","Ireland","Euro","17873.9667564598"
"Disposable Income per Person","2011","Northern & Western","Euro","17434.946321962"
"Disposable Income per Person","2011","Southern","Euro","18511.5493540533"
"Disposable Income per Person","2011","Eastern & Midland","Euro","17592.9710967706"
"Disposable Income per Person","2012","Ireland","Euro","18259.8716632864"
"Disposable Income per Person","2012","Northern & Western","Euro","17631.7195359285"
"Disposable Income per Person","2012","Southern","Euro","19061.8815736142"
"Disposable Income per Person","2012","Eastern & Midland","Euro","17934.2904534458"
"Disposable Income per Person","2013","Ireland","Euro","18204.8682420873"
"Disposable Income per Person","2013","Northern & Western","Euro","17602.5885159093"
"Disposable Income per Person","2013","Southern","Euro","18861.7955875565"
"Disposable Income per Person","2013","Eastern & Midland","Euro","17970.5319194541"
"Disposable Income per Person","2014","Ireland","Euro","18250.0864775762"
"Disposable Income per Person","2014","Northern & Western","Euro","17819.0686377853"
"Disposable Income per Person","2014","Southern","Euro","18974.3812840954"
"Disposable Income per Person","2014","Eastern & Midland","Euro","17906.4827070787"
"Disposable Income per Person","2015","Ireland","Euro","19185.5748090041"
"Disposable Income per Person","2015","Northern & Western","Euro","18639.2467667025"
"Disposable Income per Person","2015","Southern","Euro","19956.7620831707"
"Disposable Income per Person","2015","Eastern & Midland","Euro","18856.2887150731"
"Disposable Income per Person","2016","Ireland","Euro","19918.0555629071"
"Disposable Income per Person","2016","Northern & Western","Euro","18963.9478080847"
"Disposable Income per Person","2016","Southern","Euro","20525.3101391713"
"Disposable Income per Person","2016","Eastern & Midland","Euro","19850.8895265328"
"Disposable Income per Person","2017","Ireland","Euro","20949.8846439048"
"Disposable Income per Person","2017","Northern & Western","Euro","19778.6867940871"
"Disposable Income per Person","2017","Southern","Euro","21639.4172838497"
"Disposable Income per Person","2017","Eastern & Midland","Euro","20905.6905633615"
"Disposable Income per Person","2018","Ireland","Euro","21477.1506570049"
"Disposable Income per Person","2018","Northern & Western","Euro","20310.1840757874"
"Disposable Income per Person","2018","Southern","Euro","21834.1754802679"
"Disposable Income per Person","2018","Eastern & Midland","Euro","21656.0791510183"
"Disposable Income per Person","2019","Ireland","Euro","22713.192775364"
"Disposable Income per Person","2019","Northern & Western","Euro","21294.6181720859"
"Disposable Income per Person","2019","Southern","Euro","22824.7283685877"
"Disposable Income per Person","2019","Eastern & Midland","Euro","23146.6791914211"
"Disposable Income per Person","2020","Ireland","Euro","23553.1811878514"
"Disposable Income per Person","2020","Northern & Western","Euro","22640.8423140476"
"Disposable Income per Person","2020","Southern","Euro","23547.8702882582"
"Disposable Income per Person","2020","Eastern & Midland","Euro","23882.5287287078"
"Disposable Income per Person","2021","Ireland","Euro","24470.2316417146"
"Disposable Income per Person","2021","Northern & Western","Euro","22711.6464522917"
"Disposable Income per Person","2021","Southern","Euro","24342.0795761182"
"Disposable Income per Person","2021","Eastern & Midland","Euro","25182.1319172252"
"Disposable Income per Person","2022","Ireland","Euro","25698.3470058676"
"Disposable Income per Person","2022","Northern & Western","Euro","23693.8923592166"
"Disposable Income per Person","2022","Southern","Euro","25694.8820556401"
"Disposable Income per Person","2022","Eastern & Midland","Euro","26413.7642790796"
"Disposable Income per Person","2023","Ireland","Euro","27986.1450596759"
"Disposable Income per Person","2023","Northern & Western","Euro","25535.2546375812"
"Disposable Income per Person","2023","Southern","Euro","27672.4339813314"
"Disposable Income per Person","2023","Eastern & Midland","Euro","29076.0713531463"
"Disposable Income per Person","2024","Ireland","Euro","30139.2246846901"
"Disposable Income per Person","2024","Northern & Western","Euro","27166.4054655157"
"Disposable Income per Person","2024","Southern","Euro","29510.9106965893"
"Disposable Income per Person","2024","Eastern & Midland","Euro","31628.5279541157"
"Index of Disposable Income per Person","2000","Ireland","State=100","100"
"Index of Disposable Income per Person","2000","Northern & Western","State=100","93.1568799170854"
"Index of Disposable Income per Person","2000","Southern","State=100","100.691715927494"
"Index of Disposable Income per Person","2000","Eastern & Midland","State=100","102.071464206793"
"Index of Disposable Income per Person","2001","Ireland","State=100","100"
"Index of Disposable Income per Person","2001","Northern & Western","State=100","93.1544002927724"
"Index of Disposable Income per Person","2001","Southern","State=100","100.684323060834"
"Index of Disposable Income per Person","2001","Eastern & Midland","State=100","102.065570416511"
"Index of Disposable Income per Person","2002","Ireland","State=100","100"
"Index of Disposable Income per Person","2002","Northern & Western","State=100","91.9829194019147"
"Index of Disposable Income per Person","2002","Southern","State=100","101.771279945797"
"Index of Disposable Income per Person","2002","Eastern & Midland","State=100","101.755676917231"
"Index of Disposable Income per Person","2003","Ireland","State=100","100"
"Index of Disposable Income per Person","2003","Northern & Western","State=100","90.9643879451107"
"Index of Disposable Income per Person","2003","Southern","State=100","102.618243748998"
"Index of Disposable Income per Person","2003","Eastern & Midland","State=100","101.566930541798"
"Index of Disposable Income per Person","2004","Ireland","State=100","100"
"Index of Disposable Income per Person","2004","Northern & Western","State=100","90.0512223175519"
"Index of Disposable Income per Person","2004","Southern","State=100","103.692792492398"
"Index of Disposable Income per Person","2004","Eastern & Midland","State=100","101.173461854855"
"Index of Disposable Income per Person","2005","Ireland","State=100","100"
"Index of Disposable Income per Person","2005","Northern & Western","State=100","88.4688136451977"
"Index of Disposable Income per Person","2005","Southern","State=100","103.847093085344"
"Index of Disposable Income per Person","2005","Eastern & Midland","State=100","101.658236464159"
"Index of Disposable Income per Person","2006","Ireland","State=100","100"
"Index of Disposable Income per Person","2006","Northern & Western","State=100","91.6341792125779"
"Index of Disposable Income per Person","2006","Southern","State=100","104.432781355309"
"Index of Disposable Income per Person","2006","Eastern & Midland","State=100","99.9755202715354"
"Index of Disposable Income per Person","2007","Ireland","State=100","100"
"Index of Disposable Income per Person","2007","Northern & Western","State=100","93.8741628405714"
"Index of Disposable Income per Person","2007","Southern","State=100","103.853484703558"
"Index of Disposable Income per Person","2007","Eastern & Midland","State=100","99.5217606226829"
"Index of Disposable Income per Person","2008","Ireland","State=100","100"
"Index of Disposable Income per Person","2008","Northern & Western","State=100","94.3151593844178"
"Index of Disposable Income per Person","2008","Southern","State=100","103.705367201145"
"Index of Disposable Income per Person","2008","Eastern & Midland","State=100","99.4576750318327"
"Index of Disposable Income per Person","2009","Ireland","State=100","100"
"Index of Disposable Income per Person","2009","Northern & Western","State=100","95.6301017773658"
"Index of Disposable Income per Person","2009","Southern","State=100","104.259342597762"
"Index of Disposable Income per Person","2009","Eastern & Midland","State=100","98.6449869536916"
"Index of Disposable Income per Person","2010","Ireland","State=100","100"
"Index of Disposable Income per Person","2010","Northern & Western","State=100","96.0999471218117"
"Index of Disposable Income per Person","2010","Southern","State=100","104.125929803738"
"Index of Disposable Income per Person","2010","Eastern & Midland","State=100","98.5638505470572"
"Index of Disposable Income per Person","2011","Ireland","State=100","100"
"Index of Disposable Income per Person","2011","Northern & Western","State=100","97.5437996473886"
"Index of Disposable Income per Person","2011","Southern","State=100","103.567101843037"
"Index of Disposable Income per Person","2011","Eastern & Midland","State=100","98.4279054363374"
"Index of Disposable Income per Person","2012","Ireland","State=100","100"
"Index of Disposable Income per Person","2012","Northern & Western","State=100","96.5599313130944"
"Index of Disposable Income per Person","2012","Southern","State=100","104.392199053295"
"Index of Disposable Income per Person","2012","Eastern & Midland","State=100","98.2169578415208"
"Index of Disposable Income per Person","2013","Ireland","State=100","100"
"Index of Disposable Income per Person","2013","Northern & Western","State=100","96.691655670511"
"Index of Disposable Income per Person","2013","Southern","State=100","103.608525679689"
"Index of Disposable Income per Person","2013","Eastern & Midland","State=100","98.7127821002765"
"Index of Disposable Income per Person","2014","Ireland","State=100","100"
"Index of Disposable Income per Person","2014","Northern & Western","State=100","97.6382696031578"
"Index of Disposable Income per Person","2014","Southern","State=100","103.96871986009"
"Index of Disposable Income per Person","2014","Eastern & Midland","State=100","98.117248535125"
"Index of Disposable Income per Person","2015","Ireland","State=100","100"
"Index of Disposable Income per Person","2015","Northern & Western","State=100","97.1524020117176"
"Index of Disposable Income per Person","2015","Southern","State=100","104.019620375433"
"Index of Disposable Income per Person","2015","Eastern & Midland","State=100","98.2836787679854"
"Index of Disposable Income per Person","2016","Ireland","State=100","100"
"Index of Disposable Income per Person","2016","Northern & Western","State=100","95.209834856575"
"Index of Disposable Income per Person","2016","Southern","State=100","103.048764345226"
"Index of Disposable Income per Person","2016","Eastern & Midland","State=100","99.6627881865163"
"Index of Disposable Income per Person","2017","Ireland","State=100","100"
"Index of Disposable Income per Person","2017","Northern & Western","State=100","94.4095260201898"
"Index of Disposable Income per Person","2017","Southern","State=100","103.291343373318"
"Index of Disposable Income per Person","2017","Eastern & Midland","State=100","99.7890485733238"
"Index of Disposable Income per Person","2018","Ireland","State=100","100"
"Index of Disposable Income per Person","2018","Northern & Western","State=100","94.5664739245249"
"Index of Disposable Income per Person","2018","Southern","State=100","101.662347249711"
"Index of Disposable Income per Person","2018","Eastern & Midland","State=100","100.833110950661"
"Index of Disposable Income per Person","2019","Ireland","State=100","100"
"Index of Disposable Income per Person","2019","Northern & Western","State=100","93.7544024862203"
"Index of Disposable Income per Person","2019","Southern","State=100","100.491060831151"
"Index of Disposable Income per Person","2019","Eastern & Midland","State=100","101.90852259453"
"Index of Disposable Income per Person","2020","Ireland","State=100","100"
"Index of Disposable Income per Person","2020","Northern & Western","State=100","96.1264728253591"
"Index of Disposable Income per Person","2020","Southern","State=100","99.9774514552794"
"Index of Disposable Income per Person","2020","Eastern & Midland","State=100","101.398314470685"
"Index of Disposable Income per Person","2021","Ireland","State=100","100"
"Index of Disposable Income per Person","2021","Northern & Western","State=100","92.8133692595495"
"Index of Disposable Income per Person","2021","Southern","State=100","99.4762940233965"
"Index of Disposable Income per Person","2021","Eastern & Midland","State=100","102.90925025122"
"Index of Disposable Income per Person","2022","Ireland","State=100","100"
"Index of Disposable Income per Person","2022","Northern & Western","State=100","92.2000638944079"
"Index of Disposable Income per Person","2022","Southern","State=100","99.9865168361734"
"Index of Disposable Income per Person","2022","Eastern & Midland","State=100","102.783903855951"
"Index of Disposable Income per Person","2023","Ireland","State=100","100"
"Index of Disposable Income per Person","2023","Northern & Western","State=100","91.2424865344312"
"Index of Disposable Income per Person","2023","Southern","State=100","98.8790486232541"
"Index of Disposable Income per Person","2023","Eastern & Midland","State=100","103.894520989391"
"Index of Disposable Income per Person","2024","Ireland","State=100","100"
"Index of Disposable Income per Person","2024","Northern & Western","State=100","90.1363779251943"
"Index of Disposable Income per Person","2024","Southern","State=100","97.9152947871948"
"Index of Disposable Income per Person","2024","Eastern & Midland","State=100","104.941412013767"
"Disposable Income per Person (excluding Rent)","2000","Ireland","Euro","11713.1758507446"
"Disposable Income per Person (excluding Rent)","2000","Northern & Western","Euro","11022.3836095137"
"Disposable Income per Person (excluding Rent)","2000","Southern","Euro","11946.5463604785"
"Disposable Income per Person (excluding Rent)","2000","Eastern & Midland","Euro","11804.2556767362"
"Disposable Income per Person (excluding Rent)","2001","Ireland","Euro","13206.4996234576"
"Disposable Income per Person (excluding Rent)","2001","Northern & Western","Euro","12438.8805051061"
"Disposable Income per Person (excluding Rent)","2001","Southern","Euro","13480.1983804298"
"Disposable Income per Person (excluding Rent)","2001","Eastern & Midland","Euro","13296.3577698689"
"Disposable Income per Person (excluding Rent)","2002","Ireland","Euro","13857.3586514663"
"Disposable Income per Person (excluding Rent)","2002","Northern & Western","Euro","12901.3254557507"
"Disposable Income per Person (excluding Rent)","2002","Southern","Euro","14319.7036983986"
"Disposable Income per Person (excluding Rent)","2002","Eastern & Midland","Euro","13886.2927573116"
"Disposable Income per Person (excluding Rent)","2003","Ireland","Euro","14756.7839687386"
"Disposable Income per Person (excluding Rent)","2003","Northern & Western","Euro","13558.9879761629"
"Disposable Income per Person (excluding Rent)","2003","Southern","Euro","15345.2967390367"
"Disposable Income per Person (excluding Rent)","2003","Eastern & Midland","Euro","14791.3349741826"
"Disposable Income per Person (excluding Rent)","2004","Ireland","Euro","15709.1720573637"
"Disposable Income per Person (excluding Rent)","2004","Northern & Western","Euro","14254.1833466446"
"Disposable Income per Person (excluding Rent)","2004","Southern","Euro","16464.4712813978"
"Disposable Income per Person (excluding Rent)","2004","Eastern & Midland","Euro","15726.4585842562"
"Disposable Income per Person (excluding Rent)","2005","Ireland","Euro","17007.8701267817"
"Disposable Income per Person (excluding Rent)","2005","Northern & Western","Euro","15120.906408432"
"Disposable Income per Person (excluding Rent)","2005","Southern","Euro","17805.6244146097"
"Disposable Income per Person (excluding Rent)","2005","Eastern & Midland","Euro","17158.8180663335"
"Disposable Income per Person (excluding Rent)","2006","Ireland","Euro","17804.8209497041"
"Disposable Income per Person (excluding Rent)","2006","Northern & Western","Euro","16390.3023337642"
"Disposable Income per Person (excluding Rent)","2006","Southern","Euro","18723.5687979243"
"Disposable Income per Person (excluding Rent)","2006","Eastern & Midland","Euro","17681.4716057353"
"Disposable Income per Person (excluding Rent)","2007","Ireland","Euro","18542.2021500004"
"Disposable Income per Person (excluding Rent)","2007","Northern & Western","Euro","17513.4579581549"
"Disposable Income per Person (excluding Rent)","2007","Southern","Euro","19449.7240606954"
"Disposable Income per Person (excluding Rent)","2007","Eastern & Midland","Euro","18280.8724089668"
"Disposable Income per Person (excluding Rent)","2008","Ireland","Euro","19252.5554527786"
"Disposable Income per Person (excluding Rent)","2008","Northern & Western","Euro","18298.0303184273"
"Disposable Income per Person (excluding Rent)","2008","Southern","Euro","20225.1269840615"
"Disposable Income per Person (excluding Rent)","2008","Eastern & Midland","Euro","18917.7577702183"
"Disposable Income per Person (excluding Rent)","2009","Ireland","Euro","18322.8603287592"
"Disposable Income per Person (excluding Rent)","2009","Northern & Western","Euro","17649.153642211"
"Disposable Income per Person (excluding Rent)","2009","Southern","Euro","19269.2317453603"
"Disposable Income per Person (excluding Rent)","2009","Eastern & Midland","Euro","17910.8637423825"
"Disposable Income per Person (excluding Rent)","2010","Ireland","Euro","16947.1764977903"
"Disposable Income per Person (excluding Rent)","2010","Northern & Western","Euro","16432.8705635176"
"Disposable Income per Person (excluding Rent)","2010","Southern","Euro","17830.6679620618"
"Disposable Income per Person (excluding Rent)","2010","Eastern & Midland","Euro","16521.139015402"
"Disposable Income per Person (excluding Rent)","2011","Ireland","Euro","16700.4710931304"
"Disposable Income per Person (excluding Rent)","2011","Northern & Western","Euro","16496.0773488569"
"Disposable Income per Person (excluding Rent)","2011","Southern","Euro","17488.9261798283"
"Disposable Income per Person (excluding Rent)","2011","Eastern & Midland","Euro","16227.7319721358"
"Disposable Income per Person (excluding Rent)","2012","Ireland","Euro","17007.7579526843"
"Disposable Income per Person (excluding Rent)","2012","Northern & Western","Euro","16601.6214741131"
"Disposable Income per Person (excluding Rent)","2012","Southern","Euro","17951.5098326898"
"Disposable Income per Person (excluding Rent)","2012","Eastern & Midland","Euro","16499.3978035517"
"Disposable Income per Person (excluding Rent)","2013","Ireland","Euro","16930.265002874"
"Disposable Income per Person (excluding Rent)","2013","Northern & Western","Euro","16549.213143419"
"Disposable Income per Person (excluding Rent)","2013","Southern","Euro","17730.6176640709"
"Disposable Income per Person (excluding Rent)","2013","Eastern & Midland","Euro","16512.5230878962"
"Disposable Income per Person (excluding Rent)","2014","Ireland","Euro","16863.6010460358"
"Disposable Income per Person (excluding Rent)","2014","Northern & Western","Euro","16663.6593727676"
"Disposable Income per Person (excluding Rent)","2014","Southern","Euro","17741.0490460433"
"Disposable Income per Person (excluding Rent)","2014","Eastern & Midland","Euro","16328.1489504155"
"Disposable Income per Person (excluding Rent)","2015","Ireland","Euro","17656.3345315246"
"Disposable Income per Person (excluding Rent)","2015","Northern & Western","Euro","17354.7557884322"
"Disposable Income per Person (excluding Rent)","2015","Southern","Euro","18587.6885005858"
"Disposable Income per Person (excluding Rent)","2015","Eastern & Midland","Euro","17127.996832352"
"Disposable Income per Person (excluding Rent)","2016","Ireland","Euro","18332.642885738"
"Disposable Income per Person (excluding Rent)","2016","Northern & Western","Euro","17777.9980019315"
"Disposable Income per Person (excluding Rent)","2016","Southern","Euro","19196.32215778"
"Disposable Income per Person (excluding Rent)","2016","Eastern & Midland","Euro","17946.2132894818"
"Disposable Income per Person (excluding Rent)","2017","Ireland","Euro","19257.6507417471"
"Disposable Income per Person (excluding Rent)","2017","Northern & Western","Euro","18514.5161143688"
"Disposable Income per Person (excluding Rent)","2017","Southern","Euro","20222.6105270551"
"Disposable Income per Person (excluding Rent)","2017","Eastern & Midland","Euro","18871.557683717"
"Disposable Income per Person (excluding Rent)","2018","Ireland","Euro","19637.8215732062"
"Disposable Income per Person (excluding Rent)","2018","Northern & Western","Euro","18935.1125991234"
"Disposable Income per Person (excluding Rent)","2018","Southern","Euro","20296.8444566342"
"Disposable Income per Person (excluding Rent)","2018","Eastern & Midland","Euro","19444.9982648397"
"Disposable Income per Person (excluding Rent)","2019","Ireland","Euro","20664.5109907745"
"Disposable Income per Person (excluding Rent)","2019","Northern & Western","Euro","19761.256121399"
"Disposable Income per Person (excluding Rent)","2019","Southern","Euro","21114.1456724794"
"Disposable Income per Person (excluding Rent)","2019","Eastern & Midland","Euro","20685.2739118402"
"Disposable Income per Person (excluding Rent)","2020","Ireland","Euro","21464.0606470514"
"Disposable Income per Person (excluding Rent)","2020","Northern & Western","Euro","21075.8971479865"
"Disposable Income per Person (excluding Rent)","2020","Southern","Euro","21806.1220329749"
"Disposable Income per Person (excluding Rent)","2020","Eastern & Midland","Euro","21372.6788617979"
"Disposable Income per Person (excluding Rent)","2021","Ireland","Euro","22273.1405730102"
"Disposable Income per Person (excluding Rent)","2021","Northern & Western","Euro","21312.2492384824"
"Disposable Income per Person (excluding Rent)","2021","Southern","Euro","22822.995158797"
"Disposable Income per Person (excluding Rent)","2021","Eastern & Midland","Euro","22247.0382409048"
"Disposable Income per Person (excluding Rent)","2022","Ireland","Euro","23306.614081035"
"Disposable Income per Person (excluding Rent)","2022","Northern & Western","Euro","22119.8990985233"
"Disposable Income per Person (excluding Rent)","2022","Southern","Euro","24007.9730177061"
"Disposable Income per Person (excluding Rent)","2022","Eastern & Midland","Euro","23259.6602589425"
"Disposable Income per Person (excluding Rent)","2023","Ireland","Euro","25558.9747104841"
"Disposable Income per Person (excluding Rent)","2023","Northern & Western","Euro","23901.1480276337"
"Disposable Income per Person (excluding Rent)","2023","Southern","Euro","25945.3704787587"
"Disposable Income per Person (excluding Rent)","2023","Eastern & Midland","Euro","25894.2441962988"
"Disposable Income per Person (excluding Rent)","2024","Ireland","Euro","27375.3481215056"
"Disposable Income per Person (excluding Rent)","2024","Northern & Western","Euro","25239.6838508149"
"Disposable Income per Person (excluding Rent)","2024","Southern","Euro","27510.5146379935"
"Disposable Income per Person (excluding Rent)","2024","Eastern & Midland","Euro","28050.5212591522"
"Index of Disposable Income per Person (excluding Rent)","2000","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2000","Northern & Western","State=100","94.1024343010524"
"Index of Disposable Income per Person (excluding Rent)","2000","Southern","State=100","101.992376044786"
"Index of Disposable Income per Person (excluding Rent)","2000","Eastern & Midland","State=100","100.777584381487"
"Index of Disposable Income per Person (excluding Rent)","2001","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2001","Northern & Western","State=100","94.1875656666205"
"Index of Disposable Income per Person (excluding Rent)","2001","Southern","State=100","102.072454963661"
"Index of Disposable Income per Person (excluding Rent)","2001","Eastern & Midland","State=100","100.680408503187"
"Index of Disposable Income per Person (excluding Rent)","2002","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2002","Northern & Western","State=100","93.1008988093526"
"Index of Disposable Income per Person (excluding Rent)","2002","Southern","State=100","103.336458690007"
"Index of Disposable Income per Person (excluding Rent)","2002","Eastern & Midland","State=100","100.208799574096"
"Index of Disposable Income per Person (excluding Rent)","2003","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2003","Northern & Western","State=100","91.883082417462"
"Index of Disposable Income per Person (excluding Rent)","2003","Southern","State=100","103.988082847488"
"Index of Disposable Income per Person (excluding Rent)","2003","Eastern & Midland","State=100","100.234136418323"
"Index of Disposable Income per Person (excluding Rent)","2004","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2004","Northern & Western","State=100","90.737966931637"
"Index of Disposable Income per Person (excluding Rent)","2004","Southern","State=100","104.808014205179"
"Index of Disposable Income per Person (excluding Rent)","2004","Eastern & Midland","State=100","100.110040980068"
"Index of Disposable Income per Person (excluding Rent)","2005","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2005","Northern & Western","State=100","88.9053496746875"
"Index of Disposable Income per Person (excluding Rent)","2005","Southern","State=100","104.690500820393"
"Index of Disposable Income per Person (excluding Rent)","2005","Eastern & Midland","State=100","100.887518180858"
